review_name,review_name_url,review_short_review,review_short_review_url,review_place_and_date,review_full_review,review_rating,review_rating_url
Kathie W.,https://www.amazon.com/gp/profile/amzn1.account.AGICUPS5KQE7AWJIRTMU3AR3RQ7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It is efficient and portable,https://www.amazon.com/gp/customer-reviews/R3P530FAF8AU8Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 14, 2022",It’s a great price and preforms well!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3P530FAF8AU8Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
MR,https://www.amazon.com/gp/profile/amzn1.account.AHHKRWCJUECY7RULC7PAHQKARCZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Excellent,https://www.amazon.com/gp/customer-reviews/R3CHNPH7RQB56R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 24, 2022",Does exactly what I need it to do! Got it the same day I ordered. Much appreciated,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3CHNPH7RQB56R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Leah Warney,https://www.amazon.com/gp/profile/amzn1.account.AH3V22J5HDB23MYCM65SZ7FEIB6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,basic,https://www.amazon.com/gp/customer-reviews/R2WXMYS2H3KLN8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 29, 2022",This is only good for a squirt here and there. If you are doing a larger project get a better one. Once the glue is 1/2 way you need to insert another one and while doing your project force the stick down with your finger pushing the glue out- while pulling the trigger. It sucks!,2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2WXMYS2H3KLN8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
tricia,https://www.amazon.com/gp/profile/amzn1.account.AFEGZISNNDGH5WKR7B3TNVZH2ZDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Decent,https://www.amazon.com/gp/customer-reviews/R2QIJAWNUZE70X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 31, 2022",Gets the job done,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2QIJAWNUZE70X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Melissa Richardson,https://www.amazon.com/gp/profile/amzn1.account.AHG2OVOLHM3SWLSGM7ZH5AFVJYOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I actually haven't even opened it yet and used it but it was a heck of a deal,https://www.amazon.com/gp/customer-reviews/R2AMP1QDURBORL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 21, 2022",Will write another review once I use it,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2AMP1QDURBORL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
adidab14,https://www.amazon.com/gp/profile/amzn1.account.AEQGRJ2SVQPXKCR53JLTIO3VN6ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Value. Does the Job,https://www.amazon.com/gp/customer-reviews/R1A10XBZWH7YYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 15, 2020","This is a fantastic value and I'm really happy with it. It works great in every way except a few minor annoyances. For one, the thing is so light that sometimes it doesn't want to stay upright when you stand it up and walk away. The weight of the cord can pull it down or knock it on its side. Also the glue doesn't want to go into the gun when you are starting a new stick. So you'll have to press it in to get it started but once it grabs it, you'll be fine until you need another one.
Other than that tho, this thing is a little dynamo. I really like it and for the money i don't know if there's a whole lot better out there.",4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1A10XBZWH7YYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
P,https://www.amazon.com/gp/profile/amzn1.account.AHZWRRJSDL2M3BKVIZYVPWCPDWHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,https://www.amazon.com/gp/customer-reviews/R3URT843NVIM67/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 24, 2021",It wasn’t that easy to use since it was kinda slow but it’s price was fair for the product,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3URT843NVIM67/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Caitlin Henry,https://www.amazon.com/gp/profile/amzn1.account.AG6OO3XEX6MDADHBOB6RL2LCTPEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Powerful bang for your buck,https://www.amazon.com/gp/customer-reviews/R2OZNMCQI0G5UW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 1, 2022","This little thing is cheap and easy to use, perfect for my daycare class! Heats up fast, stays hot unplugged long enough to put together little crafts.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2OZNMCQI0G5UW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Dr. Batman,https://www.amazon.com/gp/profile/amzn1.account.AF6ZV4ZII6RGXZME5T2WUODALHBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Supervision is sometimes required with even adults,https://www.amazon.com/gp/customer-reviews/R11I1AFKQM7AXM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 31, 2020","Hot-damn! This little thing is great for 4 bucks. I mean, did I almost glue my fingers together? Yeah, but do you have a PhD in crime fighting? Psh, thought not. Anyways, I needed this to make a vermicompost bin (I cut holes in the bin and glued cheesecloth to the holes) and it has worked great so far. The glue on the other hand, you go through it really, reeeaaally quick. I used all, but one glue stick and, I'm not sure if it's just me or what, but the glue cools almost instantly after you put it down. Usually, I have about 5 seconds before it starts to get tacky and then solidifies. But this one it's almost instant, so, not sure if the glue or the guns the issue. But for small projects, I think this is great if you're an adult. Not for kids, PLEASE DON'T GIVE THIS TO YOUR CHILD...or if you are a child at heart, DON'T DO IT. Resist young one, unless you have a much more responsible adult-person to help. I wish I did.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R11I1AFKQM7AXM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Felamer Abac,https://www.amazon.com/gp/profile/amzn1.account.AH5SYFNK5D4XSG67XDCMHN444M2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It's worth it!,https://www.amazon.com/gp/customer-reviews/R2WI058DA8JQR8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 29, 2022",Very useful,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2WI058DA8JQR8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
B.,https://www.amazon.com/gp/profile/amzn1.account.AGBTQNZC6SSZACGF637XGF7X2I6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,you get what you pay for,https://www.amazon.com/gp/customer-reviews/R230G4VPYR8PN8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 5, 2018",this product would be 1 step up if it had an indicator to tell you it was hot enough to use. the glue provided is not the best but i found that if i glue 1 item then glue the item i am gluing to the other then press them together it holds better than just 1 drop of glue. i bought this to hot glue treads to my high heels it worked good but the glue did not stick but i have also used it to glue magnets to beads for refrigerator magnets and it worked great. i also used it to hot glue a mannequin head base to my dresser where i keep all my headbands and hair pins pressed into it so far the mannequin head has kept in place and the fridge magnets are still holding up. for the price of the item it is not bad but i imagine someone super crafty would want to purchase something with a bit more features and better glue.. i am not crafty much but have used this on various things and it works ok although the glue is not the best.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R230G4VPYR8PN8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
john thomas,https://www.amazon.com/gp/profile/amzn1.account.AEY5JJAVABF3A6DAUA365FMX7ZCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,decent glue gun for the price,https://www.amazon.com/gp/customer-reviews/R3215083JHJNXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 18, 2020","i am a woodworker but needed a glue gun occasionally so i purchased this one. I don't have a lot of experience with glue guns but this one does seem to do the job well. it is very, and i mean very lightweight. It also tends to tip over when i sit it on my table. i built a quick little stand that solved that problem. I have used a couple different glues from different manufacturers and they all seem to work well. It heats the sticks pretty fast so I haven't had any problems with flow rate so far. overall I am satisfied with my purchase. It arrived on time, undamaged and has worked well so far.",4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3215083JHJNXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Maria,https://www.amazon.com/gp/profile/amzn1.account.AG42LC6Y34MHWQOU6GBLX2G7WX5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for the price,https://www.amazon.com/gp/customer-reviews/R18GVDXTDK2AZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 31, 2021",It was very easy to use and the button/lever wasn't so stiff or hard to press to use. And no mess at all! So happy to not deal with any burns from leakage or random glue shooting out. Would buy again.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R18GVDXTDK2AZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Scott Nearing,https://www.amazon.com/gp/profile/amzn1.account.AGRU5T2CFVACDA5XBFXNN3REJ7XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great value,https://www.amazon.com/gp/customer-reviews/RD7WI14NDHT61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 14, 2019","You can't go wrong for this price. Does it have all sorts of features? Nope. Does it get hotter than the surface of the sun? Not a chance. Does it get the job done? Of course.
I've used this thing a number of times over that last few months and it's still going strong. It does drop a little, but no worse than other glue guns I've used.
If you're looking for a cheap, compact, low temp glue gun for crafts or electronics, this is the one. I wouldn't recommend this for applications that require really high temps like for gluing together wood that's going to be under a load, but it's not really meant for that. Plus, the hotter the glue the worse the burns will be.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RD7WI14NDHT61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Mrs. Jones,https://www.amazon.com/gp/profile/amzn1.account.AFNDMOFKA7HOAOCBPHAFPJR2AKFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It’s awesome!,https://www.amazon.com/gp/customer-reviews/R3G4KWMCGDR92I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 10, 2021","I’m glad I bought it and gave it a try because it works perfectly. I’ve never owned a glue gun before and it was super easy to use. I was able to successfully turn my son’s baseball hat into a Mickey Mouse Visor! I’m obviously not a professional with this thing yet, but for my first time this thing has already proven it’s value to me. I love it.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3G4KWMCGDR92I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Clare,https://www.amazon.com/gp/profile/amzn1.account.AEI2OGHJXVVLHFWA4SY5P5YS225A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect for touching up last years Christmas decor,https://www.amazon.com/gp/customer-reviews/R9R8RLN2JYPDU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 1, 2020","If you're like me and squash things into a box in a hurry after Christmas, it's time for some repairs-or replacements before the next season of decorating! I've just rescued a very sad poinsettia with my glue gun, got the bright gold wrapper back around the base and the flowers back and secure in the pot again. Heats up in a hurry and has a nice even stream of hot glue and no drip! Now to touch up my wreaths before I hang them and don't judge, it's November 1st! I waited till after Halloween. :)",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R9R8RLN2JYPDU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
ChiefsKingdom26,https://www.amazon.com/gp/profile/amzn1.account.AGIJPTBWI7NUVQR2X4JZYGWQR42A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for small crafts,https://www.amazon.com/gp/customer-reviews/R2E5VNMNL0D55U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 2, 2022",Easy to use and well worth the money. Gets really hot so be careful!!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2E5VNMNL0D55U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kelly,https://www.amazon.com/gp/profile/amzn1.account.AGXE3XXJZ4GTZQFH6U6YDPJCGZTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It'll melt your heart... and blister your fingers,https://www.amazon.com/gp/customer-reviews/R3FP21ZAGYW5NR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 17, 2021","This will help to glue your smoke alarm back into place when it pisses you off for the last time after you just so happen to burn toast, so that the next time your landlord enters your apartment, he/she won't notice that you snipped the cords.
It also melts crayons well, just in case you also wish to stain your carpet during an art project.
I've purchased two, and love them (I have multiple smoke alarms in my home).",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3FP21ZAGYW5NR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Dee,https://www.amazon.com/gp/profile/amzn1.account.AGDZ4L7KQHO3JVJMYVIMM64XKFFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Love this mini glue gun,https://www.amazon.com/gp/customer-reviews/R294H8CYXHFLC6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 5, 2021",This is the 2nd glue gun I've owned. The first one was the same brand and lasted me many years. Very easy to work with. Heats fast. Love it 😀,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R294H8CYXHFLC6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Geovanna Corria Trinidad,https://www.amazon.com/gp/profile/amzn1.account.AHZVZOT5YHADT72MQLAJMGBBOEKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great glue gun.,https://www.amazon.com/gp/customer-reviews/RVA1YJUR808BG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 24, 2021",Great value for money. Although I wouldn’t say the same about the glue sticks it came with. Weren’t good at all.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RVA1YJUR808BG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Lisa Hernandez,https://www.amazon.com/gp/profile/amzn1.account.AHGNGE2NQRABUYPULEZOQ4BH7B2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good quality,https://www.amazon.com/gp/customer-reviews/R3R161I36PUSU7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 19, 2021",I am happy with my purchase. Glue gun is not cheap and it works well.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3R161I36PUSU7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Zhandra,https://www.amazon.com/gp/profile/amzn1.account.AHOJABTUBURQZFFAO2T7NLBRO2NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Must Have,https://www.amazon.com/gp/customer-reviews/R3UPWSUUZ4DNRP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 8, 2019","These small glue guns are a must-have for any art teacher, parent, activity director etc. The low price means I can easily have enough for my classes, and they work as well as any glue gun that’s 4x the price. They heat up quickly and don’t leak, they stay upright so they don’t damage the surface they’re sitting on. I’ve used these extensively with groups of kids and seniors over the past 5 years and none of them have ever stopped working. We often only have an hour for classes so using hot glue that dries almost instantly makes so many more projects possible when we can’t wait for regular school glue to dry.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3UPWSUUZ4DNRP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Yukirong,https://www.amazon.com/gp/profile/amzn1.account.AEEPFSNXAO4PGYD7KN7EVHCW3Q7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great,https://www.amazon.com/gp/customer-reviews/RIMTOX14BJQQ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 23, 2021","I don’t really use this a lot, I only use it if something broke I needed to do a quick fix or when I need to stick something. It’s a great size for me, won’t hold up too much space. The quality is great, and it’s easy to use.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RIMTOX14BJQQ5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Callie,https://www.amazon.com/gp/profile/amzn1.account.AFLGGHK4FYQUXH4TCGLU7TDVKUUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect Starter Glue Gun!,https://www.amazon.com/gp/customer-reviews/R16S9K17RCHJM6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 29, 2020","I bought this just to use on a few headbands I was making for my newest baby, but I know it will serve me well in future crafting projects! It heats up quickly, is super easy to use, comes with plenty of refills, and is a great value! I highly recommend this product if you plan to dabble in projects. However, I did just get it and have only used it a couple times, so I can't speak up for how well it holds up over a long period of time!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R16S9K17RCHJM6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ishan,https://www.amazon.com/gp/profile/amzn1.account.AHPVB5P2CV2QF4UEGZY27UTIGNEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Errrrrr...I don't know!,https://www.amazon.com/gp/customer-reviews/R2F66HJ04WE82T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 3, 2020","Maybe this works for small craft projects, but nothing more than temporarily sticking some light weight stuff. I tried sticking my mirror on my door and it fell right off. Not the best decision on my part, but yeah I learnt. Not using any hot glue gun ever as much as possible to stick anything other than decorations.",4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2F66HJ04WE82T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Epiphania Vincent,https://www.amazon.com/gp/profile/amzn1.account.AEHUVB45OWCRDT6522FLLCV6V4LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great product,https://www.amazon.com/gp/customer-reviews/RK6KV4UAA598K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 3, 2022",Works well,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RK6KV4UAA598K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
stephen muhammad,https://www.amazon.com/gp/profile/amzn1.account.AF7HGN5WEMIW3UUAMBXVWSZ6MVRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Satisfied,https://www.amazon.com/gp/customer-reviews/R3FIXP3XIX4EOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 29, 2021",Satisfied,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3FIXP3XIX4EOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jay,https://www.amazon.com/gp/profile/amzn1.account.AFRYLTQ2NU25S3FGZXYPNXLFC3MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Hot glue leak,https://www.amazon.com/gp/customer-reviews/R2YB37YKNV9GMY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 28, 2020","this is a great deal for someone who enjoy crafting as a hobby. Just keep in mind when you are NOT using it (even if it's for 2-5 mintues) UNPLUG IT. After a while, the hot glue will start dripping from the tip and it will get all over your stuff!
Only keep it plugged while you are ACTIVE on it.
Otherwise you will be fine. :)",4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2YB37YKNV9GMY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amanda Thommes-Corn,https://www.amazon.com/gp/profile/amzn1.account.AFIJ5K2MYD6VPQR44BT7VMVPCYOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,IT IS NOT DRIPLESS,https://www.amazon.com/gp/customer-reviews/R3205WBI54W7LT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 10, 2021",Cheap and small. Needed a replacement for my old one. But was excited for dripless and it is NOT dripless,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3205WBI54W7LT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
